,credit_risk,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,present_residence,property,age,number_credits,telephone
0,1.0,-1.2545656494361206,-0.21743961519189622,1.3440140832958607,-0.23458808120700475,-1.103855857090848,-0.7404661706014499,-1.1459781115829426,0.9184771676276685,-0.963649861676971,1.0469866784197936,-0.34105509963442,-1.3044130715165059,-0.7365730448329887,-0.8233178906068351
1,1.0,-1.2545656494361206,-1.0657085951342746,1.3440140832958607,-1.230715814570082,0.2315645147111577,-0.7404661706014499,-0.3179592448322615,-0.8701833340815202,0.4493264750927813,-0.7659772668958666,-1.2937229757082187,0.04969579541643904,1.138296381582937,-0.8233178906068351
2,1.0,-0.4590262395210156,-0.7829522684868152,-0.5034279555987932,1.7576673855191498,-1.4044327926275424,0.16806720308884954,0.5100596219184197,-0.8701833340815202,-0.963649861676971,1.0469866784197936,-1.2937229757082187,-1.1238652225921133,-0.7365730448329887,-0.8233178906068351
3,1.0,-1.2545656494361206,-0.7829522684868152,1.3440140832958607,-1.230715814570082,-0.14529005121704533,-0.7404661706014499,-0.3179592448322615,0.024146916773074168,0.4493264750927813,-0.7659772668958666,-1.2937229757082187,0.320517568803028,1.138296381582937,-0.8233178906068351
4,1.0,-1.2545656494361206,-0.7829522684868152,1.3440140832958607,-1.230715814570082,-0.11422254902394624,-0.7404661706014499,-0.3179592448322615,0.9184771676276685,0.4493264750927813,1.0469866784197936,-0.34105509963442,0.2302436443408317,1.138296381582937,-0.8233178906068351
5,1.0,-1.2545656494361206,-0.9714564862517882,1.3440140832958607,-1.230715814570082,-0.07103518417634594,-0.7404661706014499,-1.1459781115829426,-1.7645135849361147,0.4493264750927813,0.1405047057619635,-1.2937229757082187,1.132982888962795,1.138296381582937,-0.8233178906068351
6,1.0,-1.2545656494361206,-1.1599607040167612,1.3440140832958607,-1.230715814570082,0.4955116469241179,-0.7404661706014499,0.5100596219184197,-1.7645135849361147,0.4493264750927813,1.0469866784197936,-1.2937229757082187,0.320517568803028,1.138296381582937,-0.8233178906068351
7,1.0,-1.2545656494361206,-1.3484649217817342,1.3440140832958607,-1.230715814570082,-0.7496368503567218,-0.7404661706014499,-1.1459781115829426,-0.8701833340815202,0.4493264750927813,1.0469866784197936,-1.2937229757082187,0.41079149326522435,-0.7365730448329887,-0.8233178906068351
8,1.0,1.1320525803091945,-0.21743961519189622,1.3440140832958607,0.26347578547453393,-1.0417561534907893,-0.7404661706014499,-1.973996978333624,0.9184771676276685,-0.963649861676971,1.0469866784197936,0.6116127764393786,2.6225026425890343,1.138296381582937,-0.8233178906068351
9,1.0,-0.4590262395210156,0.34807303810302276,-0.5034279555987932,0.26347578547453393,0.632578348842334,0.8126818902917472,-1.973996978333624,-1.7645135849361147,-0.963649861676971,1.0469866784197936,1.5642806525131774,-1.1238652225921133,-0.7365730448329887,-0.8233178906068351
